ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
204	13	2	2	0.000000	22.769231	16.230769	0.000000	0.000000	0	0	0
205	15	1	2	0.000000	15.866667	13.266667	0.000000	0.000000	0	0	0
206	1	1	2	0.000000	18.000000	15.000000	0.000000	0.000000	0	0	0
207	21	2	2	0.000000	16.904762	6.857143	0.000000	0.000000	0	0	0
208	83	2	2	0.000000	23.650602	9.795181	0.000000	0.000000	0	0	0
209	41	1	2	0.000000	23.975610	18.707317	0.000000	0.000000	0	0	0
210	6	2	2	0.000000	26.833333	15.500000	0.000000	0.000000	0	0	0
211	16	1	2	0.000000	11.500000	9.812500	0.000000	0.000000	0	0	0
212	44	1	1	0.000000	21.454545	11.045455	0.000000	0.000000	0	0	0
213	51	2	1	0.000000	1.098039	1.098039	0.000000	0.000000	0	0	0
214	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
215	16	1	2	0.000000	17.125000	1.437500	0.000000	0.000000	0	0	0
216	8	1	1	0.000000	17.875000	10.750000	0.000000	0.000000	0	0	0
217	4	1	2	0.000000	29.000000	18.500000	0.000000	0.000000	0	0	0
218	34	1	2	0.000000	20.794118	12.882353	0.000000	0.000000	0	0	0
219	78	2	2	0.000000	16.961538	12.397436	0.000000	0.000000	0	0	0
220	35	1	1	0.000000	16.914286	12.000000	0.000000	0.000000	0	0	0
221	32	1	2	0.000000	18.468750	12.750000	0.000000	0.000000	0	0	0
222	31	1	1	0.000000	19.483871	11.387097	0.000000	0.000000	0	0	0
223	40	2	2	0.000000	19.300000	11.200000	0.000000	0.000000	0	0	0
224	20	1	2	0.000000	17.500000	11.200000	0.000000	0.000000	0	0	0
225	2	1	1	0.000000	17.500000	12.500000	0.000000	0.000000	0	0	0
226	26	1	2	0.000000	10.807692	5.846154	0.000000	0.000000	0	0	0
227	12	1	2	0.000000	18.250000	3.166667	0.000000	0.000000	0	0	0
228	98	1	1	0.000000	1.183673	1.183673	0.000000	0.000000	0	0	0
229	41	1	2	0.000000	18.634146	9.853659	0.000000	0.000000	0	0	0
230	21	1	2	0.000000	22.142857	16.190476	0.000000	0.000000	0	0	0
231	1	1	2	0.000000	21.000000	13.000000	0.000000	0.000000	0	0	0
232	4	2	1	0.000000	27.750000	22.750000	0.000000	0.000000	0	0	0
233	36	2	2	0.000000	24.361111	16.500000	0.000000	0.000000	0	0	0
234	38	1	1	0.000000	21.368421	13.342105	0.000000	0.000000	0	0	0
235	12	1	2	0.000000	20.166667	13.916667	0.000000	0.000000	0	0	0
236	17	2	1	0.000000	21.470588	8.529412	0.000000	0.000000	0	0	0
237	31	1	1	0.000000	21.290323	13.258065	0.000000	0.000000	0	0	0
238	84	1	2	0.000000	21.690476	11.714286	0.000000	0.000000	0	0	0
239	19	1	1	0.000000	12.578947	9.473684	0.000000	0.000000	0	0	0
240	8	1	1	0.000000	21.125000	13.250000	0.000000	0.000000	0	0	0
241	42	1	2	0.000000	25.666667	15.071429	0.000000	0.000000	0	0	0
242	86	1	1	0.000000	1.104651	1.104651	0.000000	0.000000	0	0	0
243	104	0	1	0.000000	1.019231	1.019231	0.000000	0.000000	0	0	0
244	14	1	2	0.000000	22.785714	10.857143	0.000000	0.000000	0	0	0
245	30	2	1	0.000000	15.933333	9.266667	0.000000	0.000000	0	0	0
246	13	1	2	0.000000	25.307692	16.230769	0.000000	0.000000	0	0	0
247	26	2	1	0.000000	16.230769	9.730769	0.000000	0.000000	0	0	0
248	6	1	1	0.000000	12.666667	9.000000	0.000000	0.000000	0	0	0
249	3	1	2	0.000000	20.333333	13.000000	0.000000	0.000000	0	0	0
250	30	2	2	0.000000	20.100000	3.033333	0.000000	0.000000	0	0	0
251	2	1	1	0.000000	20.000000	16.000000	0.000000	0.000000	0	0	0
252	42	1	2	0.000000	20.142857	15.119048	0.000000	0.000000	0	0	0
253	11	1	1	0.000000	19.272727	15.000000	0.000000	0.000000	0	0	0
254	60	1	1	0.000000	13.400000	8.950000	0.000000	0.000000	0	0	0
255	91	1	0	0.000000	1.021978	1.021978	0.000000	0.000000	0	0	0
256	3	1	1	0.000000	16.333333	10.666667	0.000000	0.000000	0	0	0
257	32	1	1	0.000000	23.781250	15.656250	0.000000	0.000000	0	0	0
258	54	1	1	0.000000	19.222222	6.574074	0.000000	0.000000	0	0	0
259	3	2	2	0.000000	22.000000	11.666667	0.000000	0.000000	0	0	0
260	6	1	2	0.000000	29.000000	8.833333	0.000000	0.000000	0	0	0
261	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
262	195	2	2	0.000000	20.307692	12.184615	0.000000	0.000000	0	0	0
263	66	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
264	3	1	2	0.000000	19.000000	14.333333	0.000000	0.000000	0	0	0
265	78	1	1	0.000000	1.051282	1.051282	0.000000	0.000000	0	0	0
266	51	1	1	0.000000	1.058824	1.058824	0.000000	0.000000	0	0	0
267	52	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
268	1	1	2	0.000000	23.000000	2.000000	0.000000	0.000000	0	0	0
269	48	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
270	50	1	1	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
271	44	1	2	0.000000	22.886364	11.931818	0.000000	0.000000	0	0	0
272	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
273	40	2	2	0.000000	15.900000	12.425000	0.000000	0.000000	0	0	0
274	65	0	0	0.000000	1.015385	1.015385	0.000000	0.000000	0	0	0
275	61	2	2	0.000000	21.704918	8.245902	0.000000	0.000000	0	0	0
276	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
277	37	1	1	0.000000	1.081081	1.081081	0.000000	0.000000	0	0	0
278	62	1	0	0.000000	1.129032	1.129032	0.000000	0.000000	0	0	0
279	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
280	13	1	2	0.000000	22.384615	1.692308	0.000000	0.000000	0	0	0
281	42	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
282	61	1	1	0.000000	1.032787	1.032787	0.000000	0.000000	0	0	0
283	15	2	1	0.000000	23.933333	1.800000	0.000000	0.000000	0	0	0
284	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
285	59	1	1	0.000000	1.067797	1.067797	0.000000	0.000000	0	0	0
286	61	2	1	0.000000	19.688525	13.065574	0.000000	0.000000	0	0	0
287	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
288	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
289	66	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
290	34	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
291	73	1	0	0.000000	1.150685	1.150685	0.000000	0.000000	0	0	0
292	84	1	0	0.000000	1.071429	1.071429	0.000000	0.000000	0	0	0
293	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
294	64	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
295	66	1	0	0.000000	1.106061	1.106061	0.000000	0.000000	0	0	0
296	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
297	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
298	18	1	2	0.000000	16.944444	14.055556	0.000000	0.000000	0	0	0
299	2	1	2	0.000000	17.000000	14.000000	0.000000	0.000000	0	0	0
300	1	1	1	0.000000	17.000000	11.000000	0.000000	0.000000	0	0	0
301	18	1	2	0.000000	18.055556	11.666667	0.000000	0.000000	0	0	0
302	32	1	2	0.000000	21.000000	13.031250	0.000000	0.000000	0	0	0
303	5	1	1	0.000000	21.000000	13.000000	0.000000	0.000000	0	0	0
304	16	2	1	0.000000	19.312500	12.625000	0.000000	0.000000	0	0	0
305	11	1	2	0.000000	13.818182	10.272727	0.000000	0.000000	0	0	0
306	12	2	2	0.000000	12.666667	9.416667	0.000000	0.000000	0	0	0
307	14	1	1	0.000000	12.428571	8.000000	0.000000	0.000000	0	0	0
308	8	1	2	0.000000	13.750000	8.625000	0.000000	0.000000	0	0	0
309	67	1	2	0.000000	14.537313	9.313433	0.000000	0.000000	0	0	0
310	5	2	2	0.000000	20.600000	13.600000	0.000000	0.000000	0	0	0
311	108	1	2	0.000000	16.500000	11.175926	0.000000	0.000000	0	0	0
312	90	1	2	0.000000	18.022222	11.044444	0.000000	0.000000	0	0	0
313	43	2	1	0.000000	16.697674	12.302326	0.000000	0.000000	0	0	0
314	17	1	1	0.000000	18.294118	14.764706	0.000000	0.000000	0	0	0
315	11	2	2	0.000000	17.818182	13.818182	0.000000	0.000000	0	0	0
316	7	1	2	0.000000	33.142857	11.000000	0.000000	0.000000	0	0	0
317	52	1	2	0.000000	18.000000	12.769231	0.000000	0.000000	0	0	0
318	14	1	2	0.000000	22.500000	10.928571	0.000000	0.000000	0	0	0
319	36	2	2	0.000000	23.472222	11.416667	0.000000	0.000000	0	0	0
320	23	1	1	0.000000	19.217391	8.826087	0.000000	0.000000	0	0	0
321	54	2	2	0.000000	16.518519	11.851852	0.000000	0.000000	0	0	0
322	75	1	2	0.000000	14.200000	9.600000	0.000000	0.000000	0	0	0
323	51	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
324	32	2	2	0.000000	14.031250	11.125000	0.000000	0.000000	0	0	0
325	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
326	11	1	2	0.000000	15.545455	12.727273	0.000000	0.000000	0	0	0
327	7	1	2	0.000000	14.285714	12.285714	0.000000	0.000000	0	0	0
328	88	0	2	0.000000	2.556818	2.397727	0.000000	0.000000	0	0	0
329	116	1	0	0.000000	1.008621	1.008621	0.000000	0.000000	0	0	0
330	9	1	1	0.000000	18.444444	12.777778	0.000000	0.000000	0	0	0
331	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
332	1	2	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
333	3	2	1	0.000000	14.666667	13.666667	0.000000	0.000000	0	0	0
334	24	1	1	0.000000	2.000000	1.041667	0.000000	0.000000	0	0	0
335	6	2	2	0.000000	21.166667	13.666667	0.000000	0.000000	0	0	0
336	33	2	2	0.000000	15.515152	12.848485	0.000000	0.000000	0	0	0
337	5	1	1	0.000000	19.200000	11.600000	0.000000	0.000000	0	0	0
338	31	1	2	0.000000	17.870968	10.774194	0.000000	0.000000	0	0	0
339	6	1	1	0.000000	19.833333	9.000000	0.000000	0.000000	0	0	0
340	45	2	1	0.000000	17.822222	12.266667	0.000000	0.000000	0	0	0
341	16	1	1	0.000000	16.125000	10.000000	0.000000	0.000000	0	0	0
342	20	1	2	0.000000	17.050000	11.900000	0.000000	0.000000	0	0	0
343	19	1	2	0.000000	17.842105	13.842105	0.000000	0.000000	0	0	0
344	42	1	2	0.000000	17.619048	9.547619	0.000000	0.000000	0	0	0
345	1	2	2	0.000000	17.000000	11.000000	0.000000	0.000000	0	0	0
346	43	1	2	0.000000	14.581395	11.023256	0.000000	0.000000	0	0	0
347	44	2	2	0.000000	21.863636	14.727273	0.000000	0.000000	0	0	0
348	68	1	1	0.000000	1.132353	1.132353	0.000000	0.000000	0	0	0
349	61	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
350	44	2	1	0.000000	25.045455	13.318182	0.000000	0.000000	0	0	0
351	41	1	1	0.000000	1.439024	1.439024	0.000000	0.000000	0	0	0
352	21	1	2	0.000000	19.952381	9.619048	0.000000	0.000000	0	0	0
353	13	2	2	0.000000	18.923077	12.692308	0.000000	0.000000	0	0	0
354	1	1	1	0.000000	16.000000	10.000000	0.000000	0.000000	0	0	0
355	11	1	2	0.000000	15.000000	12.272727	0.000000	0.000000	0	0	0
